"CGY24.17"	"CGY29.01"	"CGY20.46"	"CGY24.16"	"CGY20.50"	"CGY24.09"	"CGY28.50"	"CGY28.49"	"CGY28.52"	"CGY20.55"
"CUT273"	0	0	0	0	0	0	0	0	0	0
"CUT_CLR355CD1-B"	0	0	0	0	0	0	0	0	0	0
"CUT_CLR356WD1"	0	0	0	0	0	0	0	0	0	0
"YLR356W"	9.8960412042034	9.82455017053696	12	6.04750943257539	12.7083873786697	3.33572375497331	10.364473317712	15.6881610727152	12.5142289243881	12.0305093251842
"YLR357W"	33.2866840505023	30.3667914362052	32	45.3563207443154	41.0578669157022	21.1262504481643	34.2027619484495	42.1619328829222	34.4141295420672	35.1661041813078
"YLR358C"	0	0	0	0	0	0	0	0	0	0
"YLR359W"	84.5661702904654	67.8787102691645	74	95.7522326824436	83.0933020913021	88.9526334659548	75.6606552192973	91.1874362351573	72.9996687255971	83.2881414820447
"mRNA_CLR360WTs1"	0	0	0	0	0	0	0	0	0	0
"YLR360W"	8.09676098525733	5.35884554756561	5	5.03959119381282	1.95513651979534	1.11190791832444	3.10934199531359	4.90255033522351	3.12855723109702	6.47796655971459
"possible_antisense_to_genes_DCR2"	2.69892032841911	5.35884554756561	4	5.03959119381282	8.79811433907905	1.11190791832444	6.21868399062717	1.9610201340894	3.12855723109702	2.77627138273482
"possible_antisense_to_genes_VPS38"	3.59856043789215	8.03826832134842	6	2.01583647752513	3.91027303959069	7.78335542827105	5.18223665885598	5.88306040226821	6.25711446219403	8.32881414820447
"YLR361C"	9.8960412042034	10.7176910951312	12	5.03959119381282	11.7308191187721	7.78335542827105	6.21868399062717	9.80510067044702	15.6427861554851	4.62711897122471
"XUT_12F-336"	0	0	0	1.00791823876256	0.977568259897672	0	0	0.980510067044702	0	0
"cluster_CLR361CTs1"	0	0	0	0	0	0	0	0	0	0
"YLR361C-A"	0.899640109473036	3.57256369837708	3	6.04750943257539	0.977568259897672	1.11190791832444	3.10934199531359	0.980510067044702	4.17140964146269	1.85084758848988
"possible_antisense_to_genes_YLR361C-A"	0	0	0	0	0	0	0	0	0	0
"CUT_CLR361C-ATa3"	0	0	0	0	0	0	0	0	0	0
"YLR362W"	8.99640109473036	13.397113868914	10	9.07126414886308	8.79811433907905	6.67144750994661	12.4373679812543	8.82459060340232	12.5142289243881	12.0305093251842
"YLR363C"	6.29748076631125	2.67942277378281	6	1.00791823876256	5.86540955938603	7.78335542827105	8.29157865416956	4.90255033522351	6.25711446219403	5.55254276546965
"YLR364C-A"	0.899640109473036	0	1	1.00791823876256	0	2.22381583664887	2.07289466354239	0.980510067044702	2.08570482073134	1.85084758848988
"YLR363W-A"	8.09676098525733	2.67942277378281	7	3.02375471628769	6.84297781928371	12.2309871015688	7.25513132239837	3.92204026817881	12.5142289243881	1.85084758848988
"possible_antisense_to_genes_YLR363W-A"	0	0	0	0	0.977568259897672	0	0	0	0	0
"YLR364W"	0	0.893140924594269	2	1.00791823876256	0.977568259897672	0	0	0	2.08570482073134	0.925423794244941
"possible_antisense_to_genes_GRX8"	0	0	0	0	0	0	0	0	0	0
"XUT_12R-313"	0	0	0	0	0	0	0	0	0	1.85084758848988
"CUT_CLR364WTa1-B"	0	0	0	0	0	0	0	0	0	0
"YLR365W"	0	0	0	0	0	0	0	0	0	0
"YLR366W"	0	0	0	0	0	0	0	0	0	0
"YLR366W%2CYLR367W"	0	0	0	0	0	0	0	0	0	0
"YLR367W_5UTR"	0	0	0	0	0	0	0	0	0	0
"YLR367W"	60.2758873346934	54.4815964002504	63	51.4038301768908	55.7213908141673	57.8192117528707	53.8952612521022	55.889073821548	78.2139307774254	59.2271228316762
"pre-mRNA_CsnR44Ts1"	0	0	0	0	0	0	0	0	0	0
"snR44"	71.9712087578429	68.7718511937587	74	103.815578592544	98.7343942496649	92.2883572209282	65.2961819015853	116.68069797832	75.0853735463284	86.9898366590245
"ncRNA_CLR368WTs1-A"	0	0	0	0	0	0	0	0	1.04285241036567	0
"YLR367W_3UTR"	0	0	0	0	0	0	0	0	0	0.925423794244941
"cluster_CLR368WTs1-B"	0	0	0	0	0	0	0	0	0	0
"YLR368W"	8.99640109473036	7.14512739675415	3	4.03167295505026	0.977568259897672	3.33572375497331	8.29157865416956	8.82459060340232	3.12855723109702	16.6576282964089
"YLR369W"	12.5949615326225	13.397113868914	7	8.06334591010052	9.77568259897672	7.78335542827105	11.4009206494832	10.7856107374917	12.5142289243881	5.55254276546965
"MUT1004.1"	0	0	0	0	0	0	0	0	0	0
"mRNA_CLR369WC2"	0	0	0	0	0	0	0	0	0	0
"YLR370C"	20.6917225178798	26.7942277378281	20	24.1900377303016	27.3719112771348	35.5810533863819	39.3849986073054	24.5127516761175	41.7140964146269	34.2406803870628
"YLR371W"	44.9820054736518	46.443328078902	51	63.4988490420416	39.1027303959069	56.7073038345462	38.3485512755342	54.9085637545033	51.0997681079179	55.5254276546965
"CUT752"	0	0.893140924594269	0	0	0	0	0	0	0	0
"CUT_CLR371WTa3"	0	0	0	0	0	0	0	0	0	0
"YLR372W"	92.6629312757227	73.2375558167301	76	82.6492955785303	88.9587116506882	57.8192117528707	80.8428918781533	90.2069261681126	78.2139307774254	77.7355987165751
"SUT2049.1"	0	0	0	0	0	1.11190791832444	0	0	0	0
"YLR373C"	26.0895631747181	19.6491003410739	24	19.1504465364887	20.5289334578511	25.573882121462	22.8018412989663	31.3763221454305	27.1141626695075	20.3593234733887
"mRNA_CLR373CC1-A"	0	0	0	0	0	0	0	0	0	0
"mRNA_CLR373CC1-B"	0	0	0	0	0	0	0	0	0	0
"YLR373C_5UTR"	0	0	0	0	0	0	0	0	0	0
"YLR374C"	0	0.893140924594269	0	0	0	0	0	0	0	0
"YLR375W"	30.5877637220832	21.4353821902625	33	29.2296289241144	25.4167747573395	26.6857900397865	21.7653939671951	40.2009127488328	33.3712771317015	24.0610186503685
"YLR376C"	2.69892032841911	0	0	2.01583647752513	1.95513651979534	6.67144750994661	1.0364473317712	2.94153020113411	3.12855723109702	0.925423794244941
"SUT281"	0.899640109473036	1.78628184918854	0	1.00791823876256	0	1.11190791832444	0	0.980510067044702	1.04285241036567	1.85084758848988
"XUT_12F-347"	0.899640109473036	0.893140924594269	0	2.01583647752513	0	1.11190791832444	2.07289466354239	0.980510067044702	1.04285241036567	2.77627138273482
"YLR377C"	0	0	0	0	0	0	0	0.980510067044702	0	0
"possible_antisense_to_genes_FBP1"	0.899640109473036	0.893140924594269	0	1.00791823876256	0	1.11190791832444	0	0.980510067044702	1.04285241036567	0.925423794244941
"tK(UUU)L"	0	0	0	0	0	0	0	0	0	0
"tK(UUU)L_noncoding_exon"	0	0	0	0	0	0	0	0	0	0
"tK(UUU)L_intron"	0	0	0	0	0	0	0	0	0	0
"mRNA_CtK(UUU)LC1"	0	0	0	0	0	0	0	0	0	0
"YLR378C"	260.895631747181	284.018814020978	283	263.066660317029	225.818268036362	217.933951991589	266.366964265197	325.529342258841	255.49884053959	263.745781359808
"YLR379W"	0	0	0	0	0	0	1.0364473317712	0	0	0
"CUT_CLR378CD1-B"	0	0	0	0	0	0	0	0	0	0
"YLR380W"	59.3762472252204	46.443328078902	46	72.5701131909046	58.6540955938603	54.4834879978973	58.041050579187	74.5187650953973	66.742554263403	56.4508514489414
"YLR381W"	8.99640109473036	7.14512739675415	9	9.07126414886308	9.77568259897672	10.0071712649199	12.4373679812543	7.84408053635761	7.29996687255971	17.5830520906539
"YLR382C"	15.2938818610416	16.9696775672911	17	13.1029371039133	15.6410921583628	15.5667108565421	12.4373679812543	12.7466308715811	17.7284909762164	9.25423794244941
"YLR383W"	15.2938818610416	16.9696775672911	10	13.1029371039133	6.84297781928371	13.3428950198932	11.4009206494832	8.82459060340232	9.38567169329105	12.0305093251842
"YLR384C"	155.637738938835	129.505434066169	134	129.013534561608	150.545512024242	150.107568973799	141.993284452654	121.583248313543	159.556418785948	152.694926050415
"YLR385C"	1.79928021894607	6.25198647215988	1	0	2.93270477969302	2.22381583664887	0	2.94153020113411	3.12855723109702	3.70169517697977
"possible_antisense_to_genes_REH1"	8.09676098525733	10.7176910951312	8	12.0950188651508	8.79811433907905	11.1190791832444	11.4009206494832	9.80510067044702	8.34281928292538	8.32881414820447
"YLR386W"	10.7956813136764	19.6491003410739	6	11.0871006263882	3.91027303959069	7.78335542827105	10.364473317712	6.86357046931291	5.21426205182836	12.9559331194292
"YLR387C"	17.9928021894607	13.397113868914	17	16.126691820201	11.7308191187721	7.78335542827105	19.6924993036527	8.82459060340232	18.7713433865821	16.6576282964089
"possible_antisense_to_genes_RPS29A"	0	0	0	0	0	1.11190791832444	0	0	0	0
"XUT_12R-328"	0	0	0	0	0	0	0	0	0	0
"cluster_CLR388WD2"	0	0	0	0	0	0	0	0	0	0
"YLR388W"	70.1719285388968	82.1689650626728	100	80.6334591010052	75.2727560121208	105.631252240821	77.7335498828397	99.0315167715149	69.8711114945	67.5559369798807
"cluster_CsnR34Ts1"	0	0	0	1.00791823876256	0	0	0	0	1.04285241036567	0
"snR34_noncoding_exon"	87.2650906188845	73.2375558167301	75	80.6334591010052	83.0933020913021	75.6097384460616	70.4784185604413	87.2653959669785	66.742554263403	66.6305131856358
"snR34"	1.79928021894607	1.78628184918854	2	0	0	0	0	4.90255033522351	0	0
"ncRNA_CLR389CC2"	0	0	0	0	0	0	0	0	0	0
"YLR389C"	79.1683296336272	94.6729380069925	69	96.7601509212062	70.3849147126324	85.6169097109815	107.790522504204	78.4408053635761	95.9424217536418	93.4678032187391
"mRNA_CsnR34C1"	0	0	0	0	0	0	0	0	0	0
"CUT274"	0	0	0	0	0	0	0	0	0	0
"ncRNA_CLR389CC3"	0	0	0	0	0	0	0	0	0	0
"YLR390W"	3.59856043789215	5.35884554756561	4	7.05542767133795	4.88784129948836	2.22381583664887	7.25513132239837	2.94153020113411	6.25711446219403	7.40339035395953
"possible_antisense_to_genes_ECM19"	0.899640109473036	0.893140924594269	1	0	0	1.11190791832444	0	0	0	0
"other_CLR390W-ATs1"	0	0	0	0	0	0	0	0	0	0
"YLR390W-A"	180.82766200408	224.178372073162	178	202.591565991275	181.827696340967	194.583885706776	160.649336424535	266.698738236159	196.056253148746	215.623744059071
"YLR392C"	0.899640109473036	0.893140924594269	3	1.00791823876256	2.93270477969302	1.11190791832444	3.10934199531359	2.94153020113411	3.12855723109702	0.925423794244941
"CUT_CLR392CD1"	0	0	0	0	0	0	0	0	0	0
"CUT275"	0	0	0	0	0	0	0	0	0	0
"MUT1006.1"	0	0	0	0	0	0	0	1.9610201340894	0	0
"CUT_CLR393WD1"	0	0	0	0	0	0	0	0	0	0
"YLR393W"	6.29748076631125	2.67942277378281	1	4.03167295505026	7.82054607918138	2.22381583664887	4.14578932708478	4.90255033522351	2.08570482073134	6.47796655971459
"YLR394W"	7.19712087578429	12.5039729443198	5	7.05542767133795	10.7532508588744	4.44763167329774	11.4009206494832	8.82459060340232	10.4285241036567	6.47796655971459
"cluster_CLR394WC1"	0	0	0	0	0	0	0	0	0	0
"YLR395C"	12.5949615326225	20.5422412656682	21	12.0950188651508	18.5737969380558	16.6786187748665	10.364473317712	19.610201340894	21.8999006176791	20.3593234733887
"XUT_12F-359"	0	0	0	0	0	0	0	0	0	0.925423794244941
"possible_antisense_to_genes_COX8"	0	0	2	0	0	1.11190791832444	1.0364473317712	0	1.04285241036567	0.925423794244941
"MUT1073.1"	0	0	0	0	0	0	1.0364473317712	0	0	0
"YLR396C"	17.9928021894607	13.397113868914	16	10.0791823876256	15.6410921583628	12.2309871015688	14.5102626447967	7.84408053635761	7.29996687255971	12.0305093251842
"SUT282"	0	0	1	1.00791823876256	0	1.11190791832444	0	0	0	0.925423794244941
"CUT276"	0	0	1	0	0	0	0	0	0	0
"XUT_12F-361"	0	0	0	0	0	0	0	0	0	0
"YLR397C"	30.5877637220832	33.9393551345822	28	35.2771383566898	26.3943430172372	37.8048692230308	25.9111832942799	29.4153020113411	30.2427199006045	29.6135614158381
"YLR397C_5UTR"	0	0	0	0	0	0	0	0	0	0
"YLR398C"	56.6773268968013	64.3061465707874	45	57.4513396094662	63.5419368933487	61.154935507844	46.6401299297038	51.9670335533692	45.8855060560896	43.4949183295122
"mRNA_CLR397CTs1"	0	0	0	0	0	0	0	0	0	0
"YLR399C"	80.0679697431002	79.48954228889	69	67.5305219970918	69.4073464527347	78.9454622010349	78.7699972146109	64.7136644249503	57.356882570112	79.586446305065
"YLR399W-A"	0	0	0	0	0	0	0	0	0	0
"SUT709"	9.8960412042034	4.46570462297135	2	2.01583647752513	5.86540955938603	4.44763167329774	4.14578932708478	3.92204026817881	7.29996687255971	3.70169517697977
"YLR400W"	0	0	0	0	0	0	0	0	0	0
"mRNA_CLR399CTs1-B"	0	0	0	0	0	0	0	0	0	0
"YLR401C"	35.9856043789215	27.6873686624223	34	23.182119491539	34.2148890964185	28.9096058764353	37.312103943763	20.5907114079387	29.1998674902388	28.6881376215932
"MUT1074.1"	0	0	0	0	0	0	0	0	0	0
"MUT1074.2"	0	0	0	0	0	0	0	0	0	0
"YLR402W"	3.59856043789215	0	0	0	0	0	0	0	0	0
"YLR402W%2CYLR403W"	34.1863241599754	41.0844825313364	36	47.3721572218405	44.9681399552929	27.7976979581109	39.3849986073054	39.2204026817881	26.0713102591418	32.3898327985729
"YLR403W"	28.7884835031372	24.1148049640453	18	29.2296289241144	13.6859556385674	32.2453296314086	44.5672352661614	32.3568322124752	36.4998343627985	26.8372900331033
"chrXII-0294-W"	0	0	0	0	0	0	0	0	0	0
"SUT710"	0	0	0	0	0	0	0	0	0	0
"XUT_12R-336"	0	0	0	0	0	0	0	0	0	0
"cluster_CLR403WTa1-A"	0	0	0	0	0	0	0	0	0	0
"chrXII-0307-C"	0.899640109473036	0	0	0	0	0	0	0	0	0
"CUT753"	0	0	0	0	0	0	0	0	0	0
"YLR404W"	1.79928021894607	3.57256369837708	8	7.05542767133795	5.86540955938603	2.22381583664887	2.07289466354239	3.92204026817881	1.04285241036567	4.62711897122471
"XUT_12R-337"	0	0	0	0	0	0	0	0	0	0
"YLR405W"	6.29748076631125	7.14512739675415	9	9.07126414886308	10.7532508588744	6.67144750994661	6.21868399062717	5.88306040226821	7.29996687255971	1.85084758848988
"possible_antisense_to_genes_RPL31B"	0	1.78628184918854	1	1.00791823876256	2.93270477969302	2.22381583664887	2.07289466354239	0	1.04285241036567	2.77627138273482
"mRNA_CLR405WC2"	0	0	0	0	0	0	0	0	0	0
"YLR406C"	112.45501368413	120.574024820226	151	106.839333308832	121.218464227311	120.086055179039	127.483021807857	92.167946302202	106.370945857299	147.142383284946
"mRNA_CLR405WC1"	0	0	0	0	0	0	0	0	0	0
"mRNA_CLR406CC3"	0	0	0	0	0	0	0	0	0	0
"pre-mRNA_CLR406CTs3-B"	0	0.893140924594269	0	1.00791823876256	0	1.11190791832444	2.07289466354239	0	0	0.925423794244941
"YLR406C-A"	0	0	0	0	0	0	0	0	0	0
"XUT_12R-341"	0	1.78628184918854	2	0	0	0	0	1.9610201340894	0	0
"CUT_CLR407WD1"	0	0	0	0	0	0	0	0	0	0
"YLR407W"	7.19712087578429	4.46570462297135	3	5.03959119381282	3.91027303959069	3.33572375497331	9.32802598594076	7.84408053635761	4.17140964146269	0.925423794244941
"YLR407W_3UTR"	1.79928021894607	0	1	0	0	0	0	0.980510067044702	0	0
"YLR408C"	0	0.893140924594269	1	0	0	1.11190791832444	0	0.980510067044702	3.12855723109702	3.70169517697977
"SUT2148.1"	0	0	0	0	0	0	0	0	0	0
"YLR408C_5UTR"	0	0	0	0	0	0	0	0	0	0
"mRNA_CLR408CTs1"	0	0	0	0	0	0	0	0	0	0
"YLR409C"	62.0751675536395	59.840441947816	66	48.3800754606031	66.4746416730417	55.5953959162218	40.4214459390766	38.2398926147434	55.2711777493806	40.7186469467774
"YLR410W"	84.5661702904654	74.1306967413243	69	63.4988490420416	60.6092321136557	67.8263830177906	84.988681205238	64.7136644249503	69.8711114945	63.8542418029009
"SUT2050.1"	0	0	0	0	0	0	0	0	0	0
"XUT_12R-346"	0	0	0	0	0	0	0	0	0	0
"SUT2050.2"	0	0	0	0	0	0	0	0	0	0
"SUT2052.1"	0	0	0	0	0	0	0	0	0	0
"YLR410W-A"	16.1935219705147	8.03826832134842	8	7.05542767133795	4.88784129948836	8.89526334659548	7.25513132239837	8.82459060340232	16.6856385658508	2.77627138273482
"YLR410W-B"	56.6773268968013	44.6570462297135	52	56.4434213707036	61.5868003735534	30.0215137947598	68.4055238968989	73.5382550283526	32.3284247213358	42.5694945352673
"SUT2052.2"	0	0	0	0	0	0	0	0	0	0
"SUT2054.1"	0	0	0	0	0	0	0	0	0	0
"possible_antisense_to_genes_CTR3"	0	0	1	0	1.95513651979534	2.22381583664887	1.0364473317712	1.9610201340894	2.08570482073134	2.77627138273482
"XUT_12R-348"	0	0	0	0	0	0	0	0	1.04285241036567	0
"YLR411W"	0	0	0	0	0.977568259897672	1.11190791832444	3.10934199531359	0.980510067044702	0	0
"YLR412W"	11.6953214231495	8.93140924594269	14	17.1346100589636	9.77568259897672	10.0071712649199	6.21868399062717	8.82459060340232	7.29996687255971	12.0305093251842
"XUT_12R-352"	0.899640109473036	1.78628184918854	2	1.00791823876256	0.977568259897672	1.11190791832444	2.07289466354239	1.9610201340894	1.04285241036567	0.925423794244941
"possible_antisense_to_genes_BER1"	0	0.893140924594269	0	3.02375471628769	5.86540955938603	1.11190791832444	1.0364473317712	0.980510067044702	3.12855723109702	4.62711897122471
"chrXII-0318-C"	0	0	0	0	0	0	0	0	0	0
"chrXII-0322-W"	0.899640109473036	0.893140924594269	0	0	0.977568259897672	0	0	0	0	0.925423794244941
"YLR412C-A"	0.899640109473036	0	0	0	0	0	0	0	0	0
"YLR413W"	258.196711418761	216.140103751813	239	229.805358437865	201.37906153892	217.933951991589	247.710912293316	274.542818772517	227.341825459717	252.640695828869
"XUT_12R-354"	0	0	0	0	0	0	0	0	0	0
"possible_antisense_to_genes_YLR413W"	0	0	0	0	0	0	0	0	0	0
"mRNA_CLR413WC1"	0	0	0	0	0	0	0	0	0	0
"YLR414C"	13.4946016420955	14.2902547935083	7	12.0950188651508	15.6410921583628	22.2381583664887	8.29157865416956	25.4932617431622	18.7713433865821	19.4338996791438
"YLR415C"	3.59856043789215	8.03826832134842	5	5.03959119381282	5.86540955938603	1.11190791832444	10.364473317712	0.980510067044702	5.21426205182836	3.70169517697977
"XUT_12F-375"	0	0	0	0	0	0	0	0	0	0
"SUT283"	0	0	0	0	0	0	0	0	0	0
"YLR416C"	0	0	0	0	0	2.22381583664887	0	0	0	0.925423794244941
"YLR417W"	11.6953214231495	12.5039729443198	16	4.03167295505026	13.6859556385674	5.55953959162218	5.18223665885598	9.80510067044702	11.4713765140224	11.1050855309393
"YLR418C"	9.8960412042034	12.5039729443198	13	10.0791823876256	8.79811433907905	14.4548029382177	6.21868399062717	8.82459060340232	11.4713765140224	10.1796617366944
"mRNA_CLR417WC2"	0	0	0	0	0	0	0	0	0	0
"YLR419W"	35.0859642694484	47.3364690034963	43	30.2375471628769	33.2373208365209	32.2453296314086	38.3485512755342	26.4737718102069	22.9427530280448	26.8372900331033
"MUT1007.1"	0	0	0	0	0	0	0	0	0	0
"MUT1007.2"	0.899640109473036	0	0	0	0	0	0	0.980510067044702	0	0
"MUT1007.3"	0	0	0	0	0	0	0	0	0	0
"tL(UAA)L"	0	0	0	0	0	0	0	0	0	0
"CUT754"	0	0.893140924594269	1	0	0	0	0	0	1.04285241036567	0
"XUT_12R-361"	0	0	0	0	0	0	1.0364473317712	0.980510067044702	0	0
"YLR420W"	34.1863241599754	29.4736505116109	41	25.1979559690641	34.2148890964185	21.1262504481643	26.9476306260511	21.5712214749834	30.2427199006045	34.2406803870628
"possible_antisense_to_genes_URA4"	3.59856043789215	3.57256369837708	1	7.05542767133795	12.7083873786697	10.0071712649199	1.0364473317712	9.80510067044702	4.17140964146269	8.32881414820447
"mRNA_CLR420WC2"	0	0	0	0	0	0	0	0	0	0
"YLR421C"	22.4910027368259	6.25198647215988	18	16.126691820201	9.77568259897672	5.55953959162218	19.6924993036527	2.94153020113411	10.4285241036567	5.55254276546965
"YLR422W"	46.7812856925979	51.8021736264676	64	48.3800754606031	43.9905716953953	55.5953959162218	40.4214459390766	50.9865234863245	61.5282922115747	57.3762752431864
"CUT_CLR422WC3-A"	0	0	0	0	0	0	0	0	0	0
"YLR423C"	0.899640109473036	1.78628184918854	4	4.03167295505026	1.95513651979534	2.22381583664887	4.14578932708478	1.9610201340894	2.08570482073134	0.925423794244941
"YLR424W"	2.69892032841911	6.25198647215988	6	3.02375471628769	4.88784129948836	6.67144750994661	5.18223665885598	2.94153020113411	3.12855723109702	4.62711897122471
"YLR424W_5UTR"	0	0	0	0	0	0	0	0	0	0
"tN(GUU)L"	0	0	0	0	0	0	0	0	0	0
"MUT1076.1"	0	0	0	0	0	0	0	0	0	0
"SUT2149.1"	0	0	0	0	0	0	0	0	0	0
"XUT_12R-370"	1.79928021894607	0.893140924594269	3	3.02375471628769	0.977568259897672	1.11190791832444	0	1.9610201340894	3.12855723109702	2.77627138273482
"chrXII-0305-C"	0	4.46570462297135	0	0	2.93270477969302	4.44763167329774	0	0	0	0
"YLR425W"	19.7920824084068	17.8628184918854	24	22.1742012527764	17.5962286781581	18.9024346115154	21.7653939671951	15.6881610727152	21.8999006176791	23.1355948561235
"YLR426W"	4.49820054736518	8.03826832134842	12	11.0871006263882	9.77568259897672	8.89526334659548	7.25513132239837	15.6881610727152	10.4285241036567	8.32881414820447
"pre-mRNA_CLR426WTs3-A"	0	0	0	0	0	0	0	0	0	0
"CUT755"	0	0	0	0	0	0	0	0	0	0.925423794244941
"CUT_CLR426WTa3-B"	0	0	0	0	0	0	0	0	0	0
"YLR427W"	17.9928021894607	17.8628184918854	17	18.1425282977262	17.5962286781581	21.1262504481643	16.5831573083391	19.610201340894	14.5999337451194	26.8372900331033
"CUT_CLR427WTa3-B"	0	0	0	0	0	0	0	0	0	0
"YLR428C"	0	0	0	0	0	0	0	0	0	0
"YLR429W"	56.6773268968013	60.7335828724103	85	56.4434213707036	60.6092321136557	64.4906592628173	51.8223665885598	55.889073821548	61.5282922115747	79.586446305065
"YLR430W"	125.049975216752	94.6729380069925	74	97.7680691599688	84.0708703511998	126.757502688986	98.4624965182636	97.0704966374255	126.185141654246	116.603398074863
"YLR431C"	3.59856043789215	0.893140924594269	2	1.00791823876256	5.86540955938603	2.22381583664887	7.25513132239837	3.92204026817881	2.08570482073134	2.77627138273482
"cluster_CLR431CD1-A"	0	0	0	0	0	0	0	0	0	0
"chrXII-0320-W"	0	0	0	0	0	0	0	0	0	0
"CUT_CLR432WD2"	3.59856043789215	7.14512739675415	9	9.07126414886308	7.82054607918138	3.33572375497331	12.4373679812543	13.7271409386258	11.4713765140224	12.9559331194292
"YLR432W"	203.318664740906	192.025298787768	177	220.734094289002	195.513651979534	212.374412399967	210.398808349553	244.147006694131	257.584545360321	228.579677178501
"YLR433C"	8.09676098525733	3.57256369837708	3	8.06334591010052	3.91027303959069	6.67144750994661	7.25513132239837	4.90255033522351	5.21426205182836	3.70169517697977
"YLR433C%2CYLR434C"	7.19712087578429	12.5039729443198	13	13.1029371039133	14.6635238984651	15.5667108565421	10.364473317712	13.7271409386258	21.8999006176791	10.1796617366944
"mRNA_CLR433CC1"	0	0	0	0	0	0	0	0	0	0
"YLR434C"	0	0	0	0	0	0	0	0	0	0
"YLR435W"	4.49820054736518	8.03826832134842	13	8.06334591010052	11.7308191187721	3.33572375497331	7.25513132239837	7.84408053635761	15.6427861554851	9.25423794244941
"SUT2055.1"	0	0	0	0	0	0	0	0	0	0
"mRNA_CLR436CC1"	0	0	0	0	0	0	0	0	0	0
"YLR436C"	51.2794862399631	50.9090327018733	49	59.4671760869913	43.9905716953953	36.6929613047064	54.9317085838734	47.0644832181457	59.4425873908433	46.2711897122471
"XUT_12F-394"	0	0	0	0	0	0	1.0364473317712	0.980510067044702	0	0
"mRNA_CLR436CTs1-A"	0	0	0	0	0	0	0	0	0	0
"possible_antisense_to_genes_DIF1"	0	1.78628184918854	0	2.01583647752513	0	0	0	0	1.04285241036567	0.925423794244941
"YLR437C"	1.79928021894607	4.46570462297135	7	12.0950188651508	4.88784129948836	6.67144750994661	8.29157865416956	5.88306040226821	6.25711446219403	3.70169517697977
"YLR437C-A"	0	0	0	0	0	0	0	0	0	0
"YLR438W"	6.29748076631125	6.25198647215988	6	3.02375471628769	3.91027303959069	4.44763167329774	2.07289466354239	14.7076510056705	8.34281928292538	1.85084758848988
"possible_antisense_to_genes_CAR2"	0	0	0	0	1.95513651979534	0	0	0	0	0
"YLR438C-A"	7.19712087578429	8.03826832134842	7	10.0791823876256	9.77568259897672	5.55953959162218	15.5467099765679	7.84408053635761	7.29996687255971	3.70169517697977
"possible_antisense_to_genes_LSM3"	0	0	0	0	0	0	0	0	0	0
"YLR439W"	17.0931620799877	9.82455017053696	19	21.1662830140139	14.6635238984651	25.573882121462	10.364473317712	25.4932617431622	18.7713433865821	6.47796655971459
"possible_antisense_to_genes_MRPL4"	0	0	1	0	0	0	0	0	0	0
"YLR440C"	8.99640109473036	10.7176910951312	13	11.0871006263882	10.7532508588744	15.5667108565421	13.4738153130255	9.80510067044702	16.6856385658508	23.1355948561235
"MUT1077.1"	0	0	0	0	0	0	0	0	0	0
"mRNA_CLR440CTs1"	0	0	0	0	0	0	0	0	0	0
"YLR441C"	535.285865136457	509.090327018733	542	499.927446426232	538.640111203617	487.015668226103	491.276035259547	406.911677823551	548.540367852344	547.850886193005
"CUT_CLR442CTa1-B"	0	0	0	0	0	0	0	0	0	0
"YLR442C"	17.0931620799877	15.1833957181026	8	13.1029371039133	18.5737969380558	14.4548029382177	10.364473317712	12.7466308715811	9.38567169329105	15.732204502164
"YLR443W"	9.8960412042034	7.14512739675415	13	8.06334591010052	10.7532508588744	7.78335542827105	10.364473317712	8.82459060340232	10.4285241036567	6.47796655971459
"YLR444C"	0	0	0	0	0	0	0	0	0	0
"YLR445W"	0	0	0	0	0	0	0	0	0	0
"YLR446W"	4.49820054736518	1.78628184918854	2	7.05542767133795	5.86540955938603	4.44763167329774	3.10934199531359	6.86357046931291	3.12855723109702	6.47796655971459
"SUT711"	0.899640109473036	3.57256369837708	2	2.01583647752513	1.95513651979534	3.33572375497331	0	3.92204026817881	3.12855723109702	1.85084758848988
"possible_antisense_to_genes_YLR446W"	0.899640109473036	0.893140924594269	4	4.03167295505026	1.95513651979534	1.11190791832444	1.0364473317712	0.980510067044702	5.21426205182836	1.85084758848988
"YLR447C"	116.953214231495	103.604347252935	86	79.6255408622426	87.9811433907905	110.078883914119	92.2438125276364	84.3238657658444	99.0709789847389	98.0949221899638
"CUT277"	0	0	0	0	0	0	0	0	0	0
"CUT_CLR448WD1"	0	0	0	0	0	0	0	0	0	0
"YLR448W"	411.135530029178	433.173348428221	408	434.412760906665	488.784129948836	446.986983166423	433.23498468036	485.352483187127	483.883518409672	453.457659180021
"SUT712"	0	0	0	1.00791823876256	0	0	0	0.980510067044702	1.04285241036567	0
"mRNA_CLR449WTs1-B"	0	0	0	1.00791823876256	0	0	0	0	0	0
"XUT_12R-385"	0	0.893140924594269	1	1.00791823876256	0	0	1.0364473317712	0	3.12855723109702	0.925423794244941
"SUT284"	0	0	0	0	0	0	0	0	0	0.925423794244941
"YLR449W"	53.9784065683822	59.840441947816	74	65.5146855195667	82.1157338314045	71.1621067727639	81.8793392099245	47.0644832181457	81.3424880085224	70.3322083626155
"MUT1010.1"	0	0	0	0	0	0	0	0	0	0
"mRNA_CLR450WTs1"	0	0	0	0	0	0	0	0	0	0
"MUT1010.2"	0	0	0	0	0	0	0	0	0	0
